date,close,volume,open,high,low,Sector,Source,daily_return,volatility,RSI,rolling_returns_mean,rolling_returns_sd,rolling_sharpe,cumulative_return,rolling_max,rolling_drawdown,Date
2020-06-11,97.21,36259220,100.03,101.58,96.54,Banking,JPM Historical Data,-8.344333396190839,3.94513812609032,47.926292821963926,0.016256515951081924,3.421779932769103,0.07541811437787702,8425531865852385e18,3288297129771769e23,-0.9999743772185623,2020-06-11
2020-06-12,99.87,24856760,100.71,101.13,97.33,Banking,JPM Historical Data,2.736343997531132,3.894243336184399,50.911324275289715,0.01464364444973456,3.4219959991992,0.0679313035621003,31480685412984837e18,3288297129771769e23,-0.999904264474375,2020-06-12
2020-06-15,101.25,22153640,96.42,101.43,95.87,Banking,JPM Historical Data,1.3817963352358076,3.848102915294058,52.43468558102809,9.445738096948012e-4,3.4174595465066493,0.004387658191217334,7498058114735863e19,3288297129771769e23,-0.9997719774759145,2020-06-15
2020-06-16,102.06,22193580,105.37,105.68,99.31,Banking,JPM Historical Data,0.8000000000000007,3.7061867300805083,53.34978001910615,2.414800392758562e-4,3.4176590458681195,0.0011216381539564712,13496504606524558e19,3288297129771769e23,-0.9995895594566462,2020-06-16
2020-06-17,99.48,15639830,102.53,102.54,99.21,Banking,JPM Historical Data,-2.5279247501469704,3.7292174959261715,50.047047690460744,0.005480069975822561,3.4192662108698264,0.025442129560722098,-2062164342878147e20,3288297129771769e23,-1.0006271222646541,2020-06-17
2020-06-18,98.94,16591910,98.67,100.52,98.13,Banking,JPM Historical Data,-0.5428226779252143,3.695367016891787,49.35830075154971,0.004207332524789912,3.4190993788706265,0.019534188937013884,-9427747719551415e19,3288297129771769e23,-1.000286706077568,2020-06-18
2020-06-19,97.81,40371170,100.53,100.6,96.73,Banking,JPM Historical Data,-1.1421063270669052,3.692311227530049,47.873574322473715,0.0013208671806131803,3.419495834023242,0.006131932152239771,13397426009388427e18,3288297129771769e23,-0.999959257252369,2020-06-19
2020-06-22,96.75,16216900,97.25,97.95,96.54,Banking,JPM Historical Data,-1.083733769553219,3.6984181569398427,46.46170820011102,0.0013479808154428755,3.4194918713864912,0.006257810476914812,-11218169820764328e17,3288297129771769e23,-1.0000034115438412,2020-06-22
2020-06-23,97.93,15381380,98.97,99.97,97.85,Banking,JPM Historical Data,1.219638242894061,3.3611416197575466,48.289949237883455,0.01656173613352797,3.427647067004502,0.07670259084243672,-24900278749448517e17,3288297129771769e23,-1.000007572393177,2020-06-23
2020-06-24,94.66,22919780,96.75,96.84,94.31,Banking,JPM Historical Data,-3.3391197794342964,3.171087720086801,43.82383571294185,0.010639096721579047,3.4290155385841383,0.049253327288129006,5824473453626252e18,3288297129771769e23,-0.9999822872653421,2020-06-24
2020-06-25,97.96,25743640,94.35,98.21,94.262200000000007,Banking,JPM Historical Data,3.486160997253318,3.266065046285433,48.95458312695088,0.020629081077955105,3.4334588321705066,0.095378021364341245,2612952563719542e19,3288297129771769e23,-0.9999205378206227,2020-06-25
2020-06-26,92.59,41896320,95.11,95.37,92,Banking,JPM Historical Data,-5.481829318089004,3.4451808025932986,42.20016782696098,0.014672912451643256,3.4329483632187405,0.06784991776515838,-1171080740685407e20,3288297129771769e23,-1.0003561359252127,2020-06-26
2020-06-29,93,18499740,93.4,94.49,92.18,Banking,JPM Historical Data,0.44281239874717215,3.4303490001895316,42.84852762926738,0.017000718012217173,3.4331862113424916,0.07860862044929585,-16896498125949273e19,3288297129771769e23,-1.0005138373285363,2020-06-29
2020-06-30,94.06,19137010,92.83,94.6598,92.57,Banking,JPM Historical Data,1.1397849462365661,3.4420919400981527,44.579409172857744,0.01741045385619021,3.4331464165764434,0.08050410706720722,-36154872334020605e19,3288297129771769e23,-1.001099501380416,2020-06-30
2020-07-01,93.26,18755730,94.89,95.705,93.0301,Banking,JPM Historical Data,-0.850520944078248,3.1814577015327785,43.50842731514109,0.016317367627356895,3.4330182806704412,0.07545260746721918,-5404396183460872e19,3288297129771769e23,-1.0001643524283292,2020-07-01
2020-07-02,92.66,27845620,94.74,94.96,91.931,Banking,JPM Historical Data,-0.6433626420759286,3.1225750316287666,42.68025490734064,0.016919482231246754,3.433242184564966,0.07823172364088972,-192740957604442e20,3288297129771769e23,-1.0000586142158077,2020-07-02
2020-07-06,95,18625270,94.43,95.2,93.48,Banking,JPM Historical Data,2.5253615368012072,2.9792968530139072,46.92350742925813,0.02090658191865253,3.431532887433008,0.09671529022564389,-679481558504932e20,3288297129771769e23,-1.0002066363019184,2020-07-06
2020-07-07,92.32,25757200,93.82,94.1,92,Banking,JPM Historical Data,-2.8210526315789575,2.940744633946509,42.997580054490506,0.02052852927375122,3.4315492427695413,0.09496593998415671,12373716802247778e19,3288297129771769e23,-0.9996237044186118,2020-07-07
2020-07-08,93.3,18762210,92.29,93.34,91.8,Banking,JPM Historical Data,1.0615251299826767,2.9498648348414136,44.81578416322966,0.04590808513660826,3.44240688430147,0.2117031144561396,2550872813912268e20,3288297129771769e23,-0.9992242572026666,2020-07-08
2020-07-09,91.28,25600760,93.52,94.12,90.7764,Banking,JPM Historical Data,-2.165058949624865,2.869471556861225,41.852452695503274,0.05584388821053139,3.448143028247333,0.25709323407571816,-2971917201203251e20,3288297129771769e23,-1.0009037860886403,2020-07-09
2020-07-10,96.27,28954230,92,96.84,91.8706,Banking,JPM Historical Data,5.466695880806305,2.5823649397266064,50.550895695352516,0.05483307961929319,3.4480893382287383,0.2524436197473549,-19218484723118465e20,3288297129771769e23,-1.0058445097765396,2020-07-10
